seed_name,seed_smiles_used,smiles,dock_3fap,dock_7pqv,dock_sum,reward,r_dock,qed,sa,lip_viol,is_novel,depth,iter_idx,elapsed_sec
seed_empty,,N=C(Cc1noc2c1CCCC2)NCC[C@@H]1C[C@@H]2CCCc3cccc1c32,-11.2,-10.5,-21.7,0.3235231702206053,0.23964603222871123,0.5997799765374621,4.15,0,1,11,411,38453.515
seed_empty,,Fc1c([C@H](Oc2nc(-c3cccnc3)no2)c2ccccc2)c(=O)[nH]c2ccccc12,-11.4,-10.1,-21.5,0.2916376643407168,0.22260314349810578,0.4613547884631655,4.95,0,1,11,314,30339.712
seed_empty,,Fc1c(C[n+]2cnc3ccccc3n2)cccc1OCc1cccc2[nH]ccc12,-11.2,-10.3,-21.5,0.2991883398522841,0.22711224922900744,0.4622677731086564,4.55,0,1,12,361,33686.706
seed_empty,,Nc1ccc2[nH+]c(N3CCOCC3)c(NCc3cccc4cccnc34)nc2c1,-11.0,-10.4,-21.4,0.30110142727854255,0.2244877962217859,0.5233405607194825,4.55,0,1,10,246,24292.637
seed_empty,,Fc1c(C[n+]2cncn2-c2ccc(Cl)cc2)c(=O)c2ccccc2n1C1=CCCCC1,-11.3,-10.0,-21.3,0.2732532138411178,0.2113547142191763,0.3433424434837016,4.95,0,1,12,361,33686.651
seed_empty,,Nc1nc(N2CCCC2)cc2c1NC(=O)C[C@H]2N1CCCc2ccccc21,-10.7,-10.4,-21.1,0.315289516401056,0.2104472232684832,0.8575696086039756,4.15,0,1,4,25,2018.62
seed_empty,,Fc1c([C@H](NN2CCCCC2)c2ccccc2)cc(S(=O)(=O)N2CCCC2)c2ccccc21,-11.1,-9.9,-21.0,0.270785769027623,0.1952969413258222,0.5635299037564926,5.35,0,1,12,311,30206.266
seed_empty,,Fc1c([C@H]2C=Nc3ccc([N+](=O)[O-])cc32)ccc2c(=O)n(-c3ccccc3F)c(=O)[nH]c12,-10.9,-9.9,-20.8,0.2521215640806509,0.18604057269445362,0.391419062427548,5.15,0,1,7,67,6431.826
seed_empty,,Nc1cccc2c1NCCN2Cc1cccc(C2CC[NH+](C3CCCC3)CC2)c1,-11.3,-9.5,-20.8,0.26790311998329,0.17384573872721462,0.7001911957175057,4.55,0,1,9,116,12338.958
seed_empty,,FC1(c2nnnn2Cc2ccccc2)CC[C@@H]1c1ccc2cc[nH]c2c1,-10.6,-10.2,-20.799999999999997,0.2834705567052597,0.19259178321678316,0.6080931891246616,3.95,0,1,8,308,30096.96
seed_empty,,N=C[C@H]1O[C@H](NC(=O)C2CCN(c3ccccc3)CC2)Cc2ccccc21,-10.7,-10.1,-20.799999999999997,0.29694685111313507,0.19066041902793515,0.8193210569713346,3.9000000000000004,0,1,9,383,35874.762
seed_empty,,N=C(Cc1nonc1C(=O)c1c(F)cccc1F)c1ccc2c(c1)CCC2,-10.4,-10.3,-20.700000000000003,0.27689726882605137,0.18924826874971515,0.551054670732968,3.9000000000000004,0,1,10,265,26416.418
seed_empty,,Fc1c([C@H](N[C@@H]2CCc3ccccc32)c2ccccc2)cnn1C(=O)[O-],-10.4,-10.3,-20.700000000000003,0.29499709334505536,0.18924826874971515,0.7851337965146572,3.7,0,1,9,297,29355.393
seed_empty,,N=C(CO/C(=N/c1cc(C(F)(F)F)nn1-c1ccccc1)N1CCOCC1)N1CCC[C@@H](O)C1,-10.8,-9.9,-20.700000000000003,0.25527612303196456,0.18129672857895054,0.5158438187272726,5.300000000000001,0,1,9,352,33202.7
seed_empty,,Fc1c([C@H]2[NH2+][C@@H](c3ccccc3)Cc3ccccc32)cccc1F,-11.0,-9.6,-20.6,0.2759260989858961,0.16803451414606163,0.7364597015940495,3.3,0,1,8,68,6541.673
seed_empty,,Fc1c([C@H]2NN=C(Nc3ccc(Cl)cc3Br)NN2)cnn1-c1ccccc1F,-11.1,-9.5,-20.6,0.24758043529062174,0.16472307422209825,0.47205648864312855,4.1,0,1,9,296,29133.723
seed_empty,,Fc1c([C@H]2NC[C@H](c3ccco3)C(=O)N2Cc2c[nH]c3ccccc23)sc2c1CC(=O)N2,-11.0,-9.6,-20.6,0.23719727757531922,0.16803451414606163,0.4403336814429516,5.4,0,1,9,296,29133.736
seed_empty,,Fc1c([C@H]2N[C@@]2(C(=O)Cc2ccccc2)c2ccccc2)c(=O)[nH]c2ccccc12,-10.7,-9.9,-20.6,0.25446924059766046,0.17647317250205335,0.4989871375932392,4.75,0,1,11,320,30715.202
seed_empty,,N=C(Cc1noc2nc[nH]c12)C(=O)Nc1cccc(-c2ccccc2)c1,-10.7,-9.9,-20.6,0.2622533679542653,0.17647317250205335,0.4816175284018792,3.7,0,1,13,430,39922.716
seed_empty,,N=C(Cn1ncc2cc(-c3cccc(Cl)c3)ccc21)NC1CCCC1,-11.0,-9.5,-20.5,0.251855602620043,0.16004922067268254,0.5197533226579604,3.5,0,1,10,198,20054.334
seed_empty,,Fc1cscc1C(=O)N1CCN(S(=O)(=O)/N=C2\CCCc3ccccc32)CC1,-11.4,-9.1,-20.5,0.24991206361456964,0.1445129984896687,0.7652092955450499,4.1,0,1,8,220,22234.037
seed_empty,,N=C(Cc1noc2ccccc12)N1CC=C(c2ccc(Cl)cc2)CC1,-10.6,-9.9,-20.5,0.2639813747676083,0.1715678666621681,0.5448817620440795,3.5,0,1,12,414,38639.019
seed_empty,,Fc1csc2[n+]1C/C(=C\c1cc(F)c([O-])c(Cl)c1COC(=O)Cc1ccccc1)C2=O,-10.4,-10.0,-20.4,0.23615503417683015,0.1687522155264091,0.33050261514578316,4.7,0,1,8,227,22497.056
seed_empty,,N=C[C@H]1NN=NN=C1NCc1cccc(-c2ccc(F)cc2)c1,-10.6,-9.8,-20.4,0.27782700105507085,0.1641437528887494,0.7585374779313764,2.85,0,1,10,255,25263.833
seed_empty,,Fc1cc2oc(=O)n(-c3ccccc3)c(=O)c2cc1C(=O)Nc1cccc(Cl)c1,-11.0,-9.4,-20.4,0.239968329416542,0.15184131647547322,0.5534245145312503,4.3,0,1,8,282,28055.649
seed_empty,,N=C(Cc1nonc2nc(N3CCCCC3)nc12)C(=O)c1ccc(F)cc1F,-10.4,-9.9,-20.3,0.248758490714709,0.16150349899579455,0.5302803904682801,4.1,0,1,13,415,38711.957
seed_empty,,N=C(Cc1c(Cl)cccc1Cl)N1CCN(C(=O)c2ccc(F)c(F)c2)CC1,-10.4,-9.9,-20.3,0.2578824791252465,0.16150349899579455,0.6055210412310604,3.6500000000000004,0,1,12,424,39654.754
seed_empty,,Fc1cc2oc3ccccc3c(=O)c2cc1OCC(=O)c1ccccc1,-10.7,-9.6,-20.299999999999997,0.23641656023810637,0.1536142622418559,0.4064205500878621,3.7,0,1,9,283,28120.621
seed_empty,,Fc1cc2c(cc1CN1CCN(C(=O)NC[C@H]3CCCO3)CC1)C[NH+](Cc1ccccc1)C2,-11.3,-8.9,-20.200000000000003,0.21436240449186855,0.12175898733965557,0.7029698187821426,5.35,0,1,7,53,5158.005
seed_empty,,N=C[C@H]1NN=N[C@@H]1C(=O)Nc1ccc(F)c(CN2CCc3ccccc32)c1,-10.3,-9.9,-20.200000000000003,0.25843919431706663,0.15633999663117262,0.7104742478430186,3.9000000000000004,0,1,9,254,25097.013
seed_empty,,Fc1c([C@H](NN2CCN(c3ccccc3F)C2)C(N)=O)ccc2c1CCCC2,-10.3,-9.9,-20.200000000000003,0.26505710620361067,0.15633999663117262,0.8295056421405861,4.1,0,1,9,297,29355.374
seed_empty,,N=C(Cn1nnnc1-c1cccc(Cl)c1)c1ccc2c(c1)oc(=O)n2C,-10.2,-10.0,-20.2,0.2512630270692723,0.15837121733939472,0.5573520821361614,3.7,0,1,10,195,19624.082
seed_empty,,N=C(CO/[NH+]=c1/sc2ccccc2n1CC(=O)NC1CCCCC1)c1ccc(F)c(F)c1,-11.1,-9.1,-20.2,0.20321176866446067,0.13061189226549164,0.3747499170992393,4.9,0,1,9,199,20136.47
seed_empty,,N=C[C@H]1NN2CCN(Cc3ccccc3NC(=O)N[C@H](C)c3ccccc3F)C[C@@H]21,-10.6,-9.5,-20.1,0.2280073136438554,0.14055894347489542,0.5521017379900953,4.5,0,1,8,206,20910.837
seed_empty,,Fc1c([C@H]2N[C@@]2(C(=O)c2ccc(Cl)cc2)c2ccccc2)nc2ccccn12,-10.4,-9.7,-20.1,0.22455591921885304,0.14635543659831435,0.4099024162501853,4.35,0,1,10,298,29417.398
seed_empty,,Fc1cc2c(cc1CNCc1ccccn1)CCC[C@H]2NC(=O)c1ccccc1,-10.9,-9.1,-20.0,0.21964981318906257,0.12095643241553336,0.6602513634807712,4.3,0,1,6,51,5068.182
seed_empty,,Fc1c([C@H]2CCCN(c3ccc(C(F)(F)F)nn3)C2)cccc1[N+](=O)[O-],-10.1,-9.9,-20.0,0.23557925415561803,0.14573865647341971,0.46510457817710604,3.45,0,1,7,67,6431.796
seed_empty,,N=C(Cn1c2ccccc2c2ccccc21)N1CCN(C[C@H]2CCCO2)CC1,-10.3,-9.7,-20.0,0.23032397056498638,0.1411485529949639,0.5592487960951675,4.35,0,1,9,196,19777.06
seed_empty,,Fc1c(C[C@H]2CCCO2)c(-c2ccc(F)cc2F)nn1-c1ccccc1,-10.4,-9.6,-20.0,0.24172072342478113,0.13844665561083472,0.6772063951534875,3.7,0,1,8,218,22089.666
seed_empty,,Fc1c([C@H]2N[C@@]2(c2ccccn2)c2ccc(C(F)(F)F)cc2)ncnc1-c1ccco1,-10.4,-9.6,-20.0,0.20964713328398377,0.13844665561083472,0.3720734747747497,4.95,0,1,9,296,29133.706
seed_empty,,N=C(Cc1nocc2nc(OC3CCCCC3)nc12)c1cccc(Br)n1,-10.1,-9.9,-20.0,0.23573397682962605,0.14573865647341971,0.49792714698946555,3.7,0,1,14,431,39956.737
seed_empty,,NS(=O)(=O)c1cccc(C(=O)N2CCC[C@@H]2c2cccc(C(F)(F)F)c2)c1,-10.1,-9.8,-19.9,0.2548210210006416,0.13821192001710333,0.861249083462735,3.6500000000000004,0,1,8,17,1463.505
seed_empty,,N=C(Cc1noc(/C=C/c2ccccc2)n1)C1=CC[C@@H](N=C2CCCCC2)N1,-10.8,-9.1,-19.9,0.22194593988287303,0.11600638633886717,0.7322068270311181,4.1,0,1,12,433,40259.325
seed_empty,,Nc1cn2c(=O)ccnc2cc1S(=O)(=O)Nc1ccc2c(c1)CCCC2,-10.5,-9.3,-19.8,0.2277085346775637,0.11854917871867031,0.7328569730924956,3.7,0,1,8,119,12641.795
seed_empty,,Fc1c([C@H](Oc2ccc(F)cc2)c2ccccc2)c(=O)c2ccccc2[nH]1,-10.3,-9.5,-19.8,0.21694592668902368,0.1250482654064362,0.5200355403318732,3.9000000000000004,0,1,10,313,30270.592
seed_empty,,N=C(Cc1ccncc1)N1CCN(C(=O)Nc2cc(C(F)(F)F)ccc2F)CC1,-10.3,-9.5,-19.8,0.21161514911492402,0.1250482654064362,0.4622489219263675,4.05,0,1,11,379,35354.958
seed_empty,,NS(=O)(=O)Nc1ncn(CN2CCN(c3ccc(F)cc3F)CC2)c1-c1ccccc1,-10.2,-9.6,-19.799999999999997,0.21844993415203673,0.1278904486203456,0.6029381892981218,4.7,0,1,17,146,15381.641
seed_empty,,N=C(Cc1nonn1)[NH+](Cc1ccccc1)Cc1ccccc1N1Cc2ccccc2O1,-10.6,-9.2,-19.799999999999997,0.1850470306977548,0.11489508994944982,0.34793907796479523,5.15,0,1,12,434,40321.968
seed_empty,,Fc1c([C@H]2N[C@](O)=CN=C2c2ccccc2)nc2ccccc2c1[O-],-9.9,-9.8,-19.700000000000003,0.23874118052615328,0.12718451519492216,0.7549506488878841,3.5,0,1,12,342,32626.374
seed_empty,,Nc1cn2c(=O)c(-c3ccccc3)c(C(=O)Nc3cccc(Cl)c3)nc2[nH]1,-10.0,-9.7,-19.7,0.21603084605182665,0.12496928031266864,0.5079784824346414,3.9000000000000004,0,1,7,118,12533.757
seed_empty,,N=C(Cc1n[nH]c2ccccc12)C1CC[NH+](Cc2ccccc2)CC1,-10.2,-9.5,-19.7,0.22239989120257342,0.11969594895004872,0.6177852245565449,3.5,0,1,9,171,17276.724
seed_empty,,N=C(Cc1noc2ccccc12)N[C@@H](C(=O)Nc1ccc(Cl)cc1)C(F)(F)F,-10.5,-9.2,-19.7,0.19761715347253322,0.10972092220709471,0.4348536008225217,3.85,0,1,12,414,38639.01
seed_empty,,Nc1ccccc1NC(=O)CN1CCN(C(=O)c2cc3ccccc3o2)CC1,-10.6,-9.0,-19.6,0.20081529895895017,0.09655172413793103,0.6804718992728279,4.1,0,1,5,29,2539.21
seed_empty,,NS(=O)(=O)O[C@H]1[C@@H](c2ccccc2F)SC(N2CCN(c3ccccc3)CC2)=N1,-10.5,-9.1,-19.6,0.2105605316896041,0.10064154525608007,0.7915958912529067,4.3,0,1,14,76,7111.375
seed_empty,,Nc1sccn2cc(C3CCN(C(=O)Cc4ccccc4F)C3)c(=O)n(C)c12,-10.1,-9.5,-19.6,0.22807011970559415,0.11424853610930383,0.8422960417358056,4.1,0,1,7,120,12737.448
seed_empty,,NS(=O)(=O)Oc1cnc2sc(C(=O)N[C@H]3CCC[C@@H]3OCc3ccccc3)cc2c1,-10.5,-9.1,-19.6,0.19365042436459934,0.10064154525608007,0.5745127253854919,4.5,0,1,15,148,15531.302
seed_empty,,NS(=O)(=O)Nc1ccnn1C1CCN(C(=O)c2cccc(C(F)(F)F)c2)CC1,-10.2,-9.4,-19.6,0.22405128215389764,0.11126124808672849,0.7926798206752939,3.85,0,1,17,285,28211.836
seed_empty,,Fc1c([C@H]2N[C@]23CCc2ccccc2O3)cccc1N1CCN(S(C)(=O)=O)CC1,-10.7,-8.9,-19.6,0.19988155936106827,0.09235936731172166,0.7761365335992477,4.55,0,1,10,300,29572.864
seed_empty,,N=C(Cc1cc2ccccc2cc1O)c1ccc2c(c1)OCO2,-9.9,-9.7,-19.6,0.23282026235194625,0.1193815508134797,0.7217103394667382,3.1,0,1,10,367,34490.778
seed_empty,,N=C[C@H](N/C=C(\[O-])c1cccc(C#Cc2ccccc2C)c1)[C@@H]1CCCO1,-10.6,-9.0,-19.6,0.19133946609232932,0.09655172413793103,0.4900008175047749,3.6500000000000004,0,1,9,410,38339.443
seed_empty,,N=C(Cc1noc2ccccc12)N[C@H]1CCN(c2ccccc2F)C1,-10.1,-9.5,-19.6,0.21383595597358385,0.11424853610930383,0.5654814578091276,3.5,0,1,12,414,38639.033
seed_empty,,NS(=O)(=O)c1cc(C[NH2+][C@H]2c3ccccc3S(=O)(=O)N2Cc2ccccc2)c(F)cc1Cl,-9.9,-9.6,-19.5,0.19767886897510906,0.111341141485481,0.5434752887086391,4.9,0,1,9,19,1552.082
seed_empty,,Nc1cc(C(N)=O)nc2ccc(-c3ccc4c(c3)OCO4)cc12,-9.8,-9.7,-19.5,0.23012407871906193,0.11369205426879925,0.7563441002857104,3.1,0,1,6,31,2916.177
seed_empty,,Fc1n[nH]nc1CN1CCN(C2=NC(=O)c3ccccc3C2)CC1,-10.4,-9.1,-19.5,0.2208654265544745,0.0953408653677988,0.8845112940085492,3.3,0,1,6,38,4036.447
seed_empty,,NS(=O)(=O)Nc1nc(Cc2cc(F)ccc2F)nc(N2CCCCC2)n1,-10.2,-9.3,-19.5,0.2204758539437714,0.10258057362165862,0.8042313546733683,3.45,0,1,14,61,6121.658
seed_empty,,Nc1ccc2onc(CNc3ccccc3C(=O)Nc3ccccc3Cl)c2n1,-10.1,-9.4,-19.5,0.19409752034810984,0.10578241948441491,0.46582326466317353,4.1,0,1,9,123,13304.484
seed_empty,,Nc1sc2c(c1C(=O)NC1CCN(c3ccccc3C(F)(F)F)CC1)CCC2,-10.9,-8.6,-19.5,0.18972865837795994,0.07513484925755332,0.7974511394349666,4.1,0,1,7,132,14068.288
seed_empty,,N=C[C@H]1NN2[C@@H](C(=O)NCc3ccc(F)cc3)[C@H](C(=O)Nc3cccc(Br)c3)N=C12,-10.4,-9.1,-19.5,0.18228714414138203,0.0953408653677988,0.48033174933171824,4.5,0,1,9,214,21681.914
seed_empty,,Fc1ccnc2cc(OC[C@H]3C[C@@H]4OC[C@@H](OCc5ccco5)C[C@H]4O3)ncc12,-10.1,-9.4,-19.5,0.20162983295826847,0.10578241948441491,0.6285297713389084,4.55,0,1,8,225,22453.008
seed_empty,,Fc1c([C@H]2NS(=O)(=O)c3ccccc3N2)oc2ccccc12,-9.8,-9.7,-19.5,0.2295346117471213,0.11369205426879925,0.7234333476253344,2.9,0,1,9,296,29133.775
seed_empty,,NS(=O)(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3CCN2)cc1Cl,-10.0,-9.4,-19.4,0.20920214127775338,0.10020517951944534,0.655351750962792,3.3,0,1,7,16,1396.953
