seed_name,seed_smiles_used,smiles,dock_3fap,dock_7pqv,dock_sum,reward,r_dock,qed,sa,lip_viol,is_novel,depth,iter_idx,elapsed_sec
seed_empty,,NC(=O)Nc1ccc2[nH+]c(NC(=O)c3ccc4c(c3)CCC4)ccc2c1,-11.5,-11.0,-22.5,0.3699674725559781,0.2808252555749775,0.6787208117744667,3.7,0,1,14,68,10011.64
seed_empty,,NC(=O)c1cc(-c2ccccc2)cc(/C=N/Nc2nnc3ccccn3c2=O)c1,-11.8,-10.7,-22.5,0.3418870463432503,0.27665336318102957,0.40467987012707307,4.3,0,1,20,191,27414.821
seed_empty,,NC(=O)c1ccc(-c2ccccc2)cc1[N-]C(=O)c1ccc2[nH]c3c(c2c1)COCO3,-11.7,-10.5,-22.2,0.32935858382597133,0.2608413191010469,0.5085913805004161,4.95,0,1,27,287,40558.204
seed_empty,,NC(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1OCC(=O)NC1CCCC1,-12.1,-10.1,-22.2,0.328841820587295,0.2511853215879493,0.5947453430754788,4.7,0,1,38,343,48513.515
seed_empty,,NC(=O)c1ccc(-c2ccccc2)cc1-c1c[nH]c2ccccc12,-11.4,-10.6,-22.0,0.3419547827692782,0.2543162529739711,0.5703899707121016,3.3,0,1,27,499,63695.871
seed_empty,,NC(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1O[C@H]1C[C@@H]2CC[C@H]1C(=O)N2,-11.8,-10.1,-21.9,0.3184425108164591,0.2393122631549558,0.6600618731408002,5.2,0,1,38,444,59104.844
seed_empty,,NC(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1O[C@H]1C=C(C(F)(F)F)C1=O,-11.8,-10.1,-21.9,0.32077726048644045,0.2393122631549558,0.6321909500589012,4.7,0,1,38,463,60161.494
seed_empty,,NC(=O)c1ccc(-c2ccccc2)cc1-c1nc([O-])c2ccccc2n1,-11.0,-10.9,-21.9,0.34141451305003234,0.2536686192697727,0.6199781427564466,3.7,0,1,27,503,64472.188
seed_empty,,NC(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1N[C@@H]1CCC[C@@H](S(C)(=O)=O)C1,-12.0,-9.5,-21.5,0.28200034031410676,0.20359189378057302,0.5619866354717089,4.9,0,1,36,257,37110.365
seed_empty,,NC(=O)c1ccc(-c2cc(NCc3cccnc3)nc(-c3ccccc3)n2)c(F)c1,-11.6,-9.9,-21.5,0.29401451941075474,0.2171732132020941,0.5100212095961026,4.5,0,1,48,402,54396.053
seed_empty,,NC(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1O[C@]1(C)CCOC1,-11.2,-10.3,-21.5,0.3201365108320178,0.22711224922900744,0.7064253177170964,4.1,0,1,38,466,60334.483
seed_empty,,NC(=O)c1cc(-c2cccc(C(F)(F)F)c2)nc2cc(S(=O)(=O)N3CCCC3)ccc12,-11.3,-10.1,-21.4,0.3034728325092524,0.2182589073813166,0.6556708389030044,4.7,0,1,15,103,15004.807
seed_empty,,NC(=O)c1cc(-c2ccccc2)cc(N2CCN(Cc3ccccn3)CC2)n1,-11.1,-10.3,-21.4,0.31874378443177753,0.2226493445880938,0.7439094288111255,4.1,0,1,27,243,35753.762
seed_empty,,NC(=O)c1cc(-c2cccnc2)nc2sc(C(=O)NCc3ccc(F)cc3)cc12,-11.3,-10.1,-21.4,0.29808692975664813,0.2182589073813166,0.5297497791719236,4.3,0,1,19,251,36806.414
seed_empty,,NC(=O)c1ccc(-c2ccc(CCCCNc3nc(-c4ccccc4)ccc3)[nH]c2=O)cc1,-11.8,-9.6,-21.4,0.26382625283002253,0.20322975287496944,0.33150270754663275,5.1,0,1,33,297,42388.023
seed_empty,,NC(=O)c1ccc(-c2cc(NCc3cccnc3)nc(-c3ccccc3)c2C#N)cc1,-11.0,-10.4,-21.4,0.29782076083633285,0.2244877962217859,0.4948412441981196,4.7,0,1,43,327,47399.946
seed_empty,,NC(=O)c1ccc(-c2cc(NCc3ccccn3)nc(Nc3ccc(F)cc3)n2)cc1,-11.0,-10.4,-21.4,0.2925709172298616,0.2244877962217859,0.4198434783913877,4.7,0,1,29,399,53977.436
